fn,label,pos,cluster
41854.wav,,1,-1
41855.wav,N4,1,17
41856.wav,,1,17
41858.wav,,1,17
41859.wav,,1,24
41860.wav,,1,17
41861.wav,,1,24
41862.wav,,1,18
41863.wav,,1,24
41864.wav,,1,57
41865.wav,,1,-1
41868.wav,,1,-1
41869.wav,,1,-1
41870.wav,,1,46
41871.wav,,1,46
41872.wav,,1,-1
41873.wav,,1,46
41874.wav,,1,-1
41875.wav,,1,-1
41876.wav,,1,17
41877.wav,,1,-1
41878.wav,,1,24
41879.wav,,1,24
41881.wav,,1,-1
41882.wav,,1,27
41884.wav,,1,-1
41885.wav,,1,-1
41888.wav,,1,-1
41889.wav,,1,-1
41890.wav,,1,-1
41891.wav,,1,-1
41892.wav,,1,46
41893.wav,,1,-1
41894.wav,,1,52
41895.wav,,1,-1
41896.wav,,1,46
41898.wav,,1,-1
41899.wav,,1,46
41901.wav,,1,46
41902.wav,,1,-1
41904.wav,,1,-1
41905.wav,,1,-1
41907.wav,,1,55
41913.wav,,1,25
41914.wav,,1,25
41915.wav,,1,34
41917.wav,,1,25
41927.wav,,1,24
41928.wav,,1,18
41929.wav,,1,-1
41930.wav,,1,31
41931.wav,,1,-1
41933.wav,,1,-1
41934.wav,,1,-1
41935.wav,,1,18
41936.wav,,1,-1
41937.wav,,1,32
41938.wav,,1,24
41939.wav,,1,-1
41940.wav,,1,38
41941.wav,,1,-1
41944.wav,,1,-1
41945.wav,,1,-1
41946.wav,,1,-1
41948.wav,,1,-1
41952.wav,,1,-1
41954.wav,,1,-1
41955.wav,,1,55
41957.wav,,1,-1
41958.wav,,1,55
41959.wav,,1,-1
41960.wav,,1,-1
41961.wav,,1,-1
41964.wav,,1,-1
41965.wav,,1,55
41968.wav,,1,-1
41969.wav,,1,-1
41970.wav,,1,18
41971.wav,,1,-1
41973.wav,,1,-1
41974.wav,,1,17
41975.wav,,1,18
41976.wav,,1,-1
41977.wav,,1,17
41978.wav,,1,-1
41980.wav,,1,24
41982.wav,,1,24
41983.wav,,1,18
41984.wav,,1,-1
41985.wav,,1,-1
41987.wav,,1,-1
41988.wav,,1,-1
41989.wav,,1,-1
41991.wav,,1,-1
41992.wav,,1,-1
41993.wav,,1,38
41994.wav,,1,-1
41997.wav,,1,-1
41999.wav,,1,-1
42000.wav,,1,-1
42001.wav,,1,-1
42004.wav,,1,-1
42007.wav,,1,-1
42009.wav,,1,55
42010.wav,,1,55
42013.wav,,1,55
42016.wav,,1,-1
42019.wav,,1,-1
42020.wav,N1,1,-1
42021.wav,,1,55
42025.wav,,1,-1
42026.wav,,1,9
42027.wav,,1,8
42028.wav,,1,8
42029.wav,,1,9
42030.wav,,1,-1
42031.wav,,1,9
42032.wav,,1,9
42033.wav,,1,-1
42035.wav,,1,-1
42036.wav,,1,8
42037.wav,,1,8
42038.wav,,1,9
42039.wav,,1,-1
42040.wav,,1,8
42041.wav,,1,8
42043.wav,,1,8
42046.wav,,1,-1
42047.wav,,1,-1
42049.wav,,1,-1
42050.wav,,1,-1
42051.wav,,1,-1
42052.wav,,1,-1
42053.wav,,1,-1
42054.wav,,1,55
42055.wav,,1,-1
42060.wav,,1,-1
42062.wav,,1,-1
42063.wav,,1,-1
42064.wav,,1,55
42065.wav,,1,-1
42067.wav,,1,38
42069.wav,,1,-1
42070.wav,,1,-1
42071.wav,,1,-1
42072.wav,,1,-1
42075.wav,,1,-1
42076.wav,,1,-1
42077.wav,,1,-1
42078.wav,,1,-1
42079.wav,,1,-1
42080.wav,,1,-1
42082.wav,,1,38
42084.wav,,1,-1
42085.wav,,1,32
42086.wav,,1,17
42087.wav,,1,-1
42088.wav,,1,-1
42089.wav,,1,24
42090.wav,,1,17
42093.wav,N1,1,-1
42094.wav,N1,1,-1
42095.wav,,1,-1
42096.wav,,1,17
42097.wav,,1,27
42098.wav,,1,24
42099.wav,,1,-1
42100.wav,N1,1,-1
42101.wav,,1,-1
42102.wav,,1,-1
42103.wav,,1,-1
42104.wav,,1,-1
42106.wav,,1,-1
42107.wav,,1,-1
42108.wav,,1,-1
42110.wav,,1,-1
42114.wav,,1,-1
42116.wav,,1,-1
42119.wav,,1,-1
42121.wav,,1,-1
42123.wav,,1,40
42125.wav,,1,-1
42126.wav,,1,-1
42128.wav,,1,50
42130.wav,,1,-1
42131.wav,,1,-1
42132.wav,,1,-1
42137.wav,,1,-1
42138.wav,,1,-1
42141.wav,,1,-1
42142.wav,,1,-1
42144.wav,,1,-1
42145.wav,,1,-1
42146.wav,,1,-1
42147.wav,,1,55
42148.wav,,1,55
42150.wav,,1,-1
42151.wav,,1,-1
42152.wav,,1,-1
42153.wav,,1,-1
42155.wav,,1,-1
42156.wav,,1,-1
42157.wav,,1,-1
42158.wav,,1,24
42159.wav,,1,-1
42160.wav,,1,-1
42161.wav,,1,-1
42165.wav,,1,32
42167.wav,,1,24
42168.wav,,1,32
42169.wav,,1,32
42173.wav,,1,25
42174.wav,,1,-1
42175.wav,,1,-1
42176.wav,,1,-1
42179.wav,,1,34
42180.wav,,1,-1
42184.wav,,1,40
42185.wav,,1,-1
42186.wav,,1,-1
42187.wav,,1,55
42188.wav,,1,-1
42189.wav,,1,46
42190.wav,,1,-1
42191.wav,,1,-1
42194.wav,,1,-1
42195.wav,,1,-1
42196.wav,,1,-1
42197.wav,,1,40
42199.wav,,1,46
42200.wav,,1,-1
42202.wav,,1,-1
42205.wav,,1,-1
42209.wav,,1,-1
42211.wav,,1,-1
42212.wav,,1,-1
42213.wav,,1,55
42216.wav,,1,55
42217.wav,,1,55
42219.wav,,1,-1
42220.wav,,1,-1
42224.wav,,1,-1
42225.wav,,1,-1
42230.wav,,1,59
42236.wav,,1,-1
42237.wav,,1,-1
42238.wav,,1,-1
42239.wav,,1,-1
42240.wav,,1,-1
42241.wav,,1,-1
42242.wav,,1,-1
42243.wav,,1,-1
42244.wav,,1,-1
42246.wav,,1,55
42247.wav,,1,-1
42248.wav,,1,57
42251.wav,,1,-1
42252.wav,,1,-1
42253.wav,,1,-1
42254.wav,,1,-1
42255.wav,,1,-1
42256.wav,,1,55
42257.wav,,1,-1
42258.wav,,1,-1
42260.wav,,1,-1
42261.wav,,1,-1
42262.wav,,1,-1
42263.wav,,1,38
42268.wav,,1,17
42270.wav,,1,-1
42271.wav,,1,17
42272.wav,,1,31
42273.wav,,1,18
42274.wav,,1,31
42275.wav,,1,24
42276.wav,,1,-1
42277.wav,,1,27
42279.wav,,1,-1
42280.wav,,1,-1
42281.wav,,1,25
42282.wav,,1,40
42283.wav,N1,1,25
42284.wav,,1,-1
42286.wav,,1,-1
42287.wav,N1,1,25
42289.wav,,1,47
42290.wav,N1,1,47
42291.wav,,1,-1
42292.wav,,1,43
42293.wav,,1,-1
42295.wav,N1,1,-1
42296.wav,,1,55
42300.wav,,1,-1
42302.wav,,1,55
42303.wav,,1,-1
42305.wav,,1,9
42306.wav,,1,9
42307.wav,,1,9
42308.wav,,1,9
42309.wav,,1,9
42310.wav,,1,8
42311.wav,,1,8
42312.wav,,1,9
42313.wav,,1,9
42314.wav,,1,-1
42315.wav,,1,-1
42317.wav,,1,-1
42318.wav,,1,-1
42319.wav,,1,-1
42320.wav,,1,-1
42322.wav,,1,-1
42323.wav,,1,59
42326.wav,,1,-1
42328.wav,,1,-1
42330.wav,,1,46
42332.wav,,1,-1
42333.wav,,1,53
42334.wav,,1,-1
42335.wav,,1,-1
42336.wav,,1,57
42337.wav,,1,-1
42340.wav,,1,-1
42341.wav,,1,-1
42343.wav,,1,-1
42344.wav,,1,-1
42346.wav,,1,-1
42347.wav,,1,-1
42348.wav,,1,-1
42350.wav,,1,-1
42351.wav,,1,-1
42354.wav,,1,-1
42355.wav,,1,-1
42356.wav,,1,60
42358.wav,,1,-1
42359.wav,,1,-1
42361.wav,,1,58
42363.wav,,1,-1
42364.wav,,1,59
42365.wav,,1,-1
42367.wav,,1,-1
42369.wav,,1,-1
42370.wav,,1,55
42372.wav,,1,55
42374.wav,,1,-1
42375.wav,,1,-1
42377.wav,,1,55
42378.wav,,1,40
42380.wav,,1,-1
42382.wav,,1,-1
42383.wav,,1,25
42385.wav,,1,45
42386.wav,,1,-1
42387.wav,,1,-1
42389.wav,,1,-1
42390.wav,,1,-1
42392.wav,,1,-1
42394.wav,,1,-1
42395.wav,,1,29
42397.wav,,1,-1
42398.wav,,1,43
42399.wav,,1,44
42401.wav,,1,-1
42403.wav,,1,-1
42404.wav,,1,-1
42405.wav,,1,-1
42406.wav,,1,-1
42407.wav,,1,18
42409.wav,,1,-1
42410.wav,,1,-1
42414.wav,,1,31
42415.wav,,1,-1
42417.wav,,1,-1
42418.wav,,1,-1
42419.wav,,1,31
42420.wav,,1,-1
42422.wav,,1,-1
42423.wav,,1,25
42425.wav,,1,43
42426.wav,,1,-1
42427.wav,,1,-1
42429.wav,,1,-1
42430.wav,,1,-1
42431.wav,,1,-1
42432.wav,,1,-1
42433.wav,,1,38
42434.wav,,1,28
42435.wav,,1,31
42436.wav,,1,31
42438.wav,,1,31
42440.wav,,1,17
42441.wav,,1,-1
42442.wav,,1,31
42444.wav,,1,28
42445.wav,,1,-1
42450.wav,,1,-1
42451.wav,,1,-1
42452.wav,,1,-1
42453.wav,,1,-1
42454.wav,,1,-1
42455.wav,,1,59
42457.wav,,1,-1
42458.wav,,1,-1
42459.wav,,1,-1
42462.wav,,1,-1
42464.wav,,1,-1
42466.wav,,1,-1
42467.wav,,1,-1
42468.wav,,1,-1
42470.wav,,1,-1
42471.wav,,1,-1
42472.wav,,1,55
42473.wav,,1,-1
42474.wav,,1,-1
42475.wav,,1,-1
42477.wav,,1,45
42479.wav,,1,38
42480.wav,N23,1,-1
42488.wav,,1,-1
42491.wav,,1,-1
42492.wav,,1,-1
42493.wav,,1,-1
42495.wav,,1,-1
42496.wav,,1,-1
42497.wav,,1,-1
42499.wav,,1,58
42500.wav,,1,45
42501.wav,,1,47
42502.wav,,1,-1
42503.wav,,1,45
42504.wav,N23,1,45
42505.wav,,1,25
42506.wav,,1,47
42507.wav,,1,25
42508.wav,,1,-1
42509.wav,,1,-1
42510.wav,,1,-1
42511.wav,,1,-1
42513.wav,,1,-1
42514.wav,,1,25
42520.wav,,1,-1
42521.wav,,1,-1
42522.wav,,1,57
42524.wav,,1,-1
42525.wav,,1,-1
42526.wav,,1,-1
42529.wav,,1,-1
42532.wav,,1,-1
42533.wav,,1,-1
42535.wav,,1,-1
42536.wav,,1,45
42537.wav,,1,-1
42538.wav,,1,-1
42539.wav,,1,45
42540.wav,,1,-1
42543.wav,,1,-1
42545.wav,,1,-1
42546.wav,,1,53
42547.wav,,1,-1
42549.wav,,1,-1
42554.wav,,1,-1
42557.wav,,1,-1
42561.wav,,1,-1
42562.wav,,1,-1
42564.wav,,1,-1
42570.wav,,1,-1
42571.wav,,1,-1
42572.wav,,1,59
42573.wav,,1,59
42575.wav,,1,-1
42576.wav,,1,-1
42577.wav,,1,-1
42578.wav,,1,55
42579.wav,,1,-1
42580.wav,,1,-1
42581.wav,,1,-1
42584.wav,,1,-1
42585.wav,,1,-1
42586.wav,,1,47
42588.wav,,1,-1
42589.wav,,1,45
42590.wav,,1,-1
42591.wav,,1,44
42592.wav,,1,-1
42593.wav,,1,45
42594.wav,,1,-1
42597.wav,,1,-1
42600.wav,,1,-1
42601.wav,,1,-1
42603.wav,,1,-1
42604.wav,,1,43
42605.wav,,1,-1
42606.wav,,1,-1
42607.wav,,1,-1
42608.wav,,1,-1
42609.wav,,1,-1
42610.wav,N1,1,-1
42611.wav,,1,-1
42612.wav,,1,-1
42613.wav,,1,57
42619.wav,,1,-1
42624.wav,,1,-1
42626.wav,,1,-1
42629.wav,,1,9
42630.wav,,1,-1
42631.wav,,1,8
42632.wav,,1,9
42634.wav,,1,8
42635.wav,,1,-1
42636.wav,,1,9
42637.wav,,1,9
42638.wav,,1,-1
42642.wav,,1,55
42646.wav,,1,53
42648.wav,,1,-1
42649.wav,,1,-1
42655.wav,,1,-1
42656.wav,,1,-1
42658.wav,,1,-1
42659.wav,,1,34
42660.wav,,1,-1
42662.wav,,1,-1
42663.wav,,1,-1
42664.wav,,1,-1
42665.wav,,1,-1
42666.wav,,1,-1
42669.wav,,1,-1
42670.wav,,1,46
42671.wav,,1,-1
42672.wav,,1,-1
42673.wav,,1,-1
42674.wav,,1,-1
42676.wav,,1,-1
42677.wav,,1,-1
42678.wav,,1,-1
42679.wav,,1,48
42680.wav,,1,48
42682.wav,,1,-1
42683.wav,,1,40
42684.wav,,1,-1
42685.wav,,1,-1
42687.wav,,1,-1
42688.wav,,1,-1
42689.wav,,1,48
42690.wav,,1,48
42691.wav,,1,-1
42692.wav,,1,-1
42696.wav,,1,-1
42697.wav,,1,59
42699.wav,,1,-1
42702.wav,,1,-1
42703.wav,,1,-1
42705.wav,,1,57
42707.wav,,1,-1
42708.wav,,1,57
42709.wav,,1,-1
42710.wav,,1,60
42711.wav,,1,-1
42712.wav,,1,-1
42716.wav,,1,-1
42721.wav,,1,-1
42722.wav,,1,-1
42724.wav,,1,-1
42725.wav,,1,-1
42726.wav,,1,-1
42729.wav,,1,-1
42730.wav,,1,-1
42733.wav,,1,-1
42734.wav,,1,-1
42735.wav,,1,-1
42738.wav,,1,-1
42739.wav,,1,53
42740.wav,,1,-1
42741.wav,,1,-1
42742.wav,,1,-1
42743.wav,,1,-1
42745.wav,,1,46
42746.wav,,1,-1
42747.wav,,1,46
42748.wav,,1,-1
42749.wav,,1,-1
42751.wav,,1,-1
42752.wav,,1,-1
42753.wav,,1,-1
42754.wav,,1,-1
42756.wav,,1,-1
42758.wav,,1,-1
42759.wav,,1,-1
42760.wav,,1,-1
42761.wav,,1,57
42762.wav,,1,57
42763.wav,,1,-1
42764.wav,,1,-1
42765.wav,,1,59
42766.wav,,1,59
42767.wav,,1,-1
42773.wav,,1,-1
42780.wav,,1,-1
42782.wav,,1,-1
42783.wav,,1,-1
42784.wav,,1,-1
42785.wav,,1,51
42786.wav,,1,-1
42789.wav,,1,-1
42791.wav,,1,51
42792.wav,,1,59
42793.wav,,1,-1
42794.wav,,1,-1
42796.wav,,1,9
42797.wav,,1,9
42798.wav,,1,9
42799.wav,,1,-1
42802.wav,,1,9
42803.wav,,1,-1
42804.wav,,1,-1
42805.wav,,1,-1
42806.wav,,1,46
42807.wav,,1,-1
42808.wav,,1,-1
42809.wav,,1,-1
42810.wav,,1,-1
42811.wav,,1,-1
42814.wav,,1,-1
42816.wav,,1,-1
42817.wav,,1,55
42818.wav,,1,-1
42823.wav,,1,-1
42826.wav,,1,-1
42827.wav,,1,-1
42828.wav,,1,-1
42829.wav,,1,24
42830.wav,,1,24
42831.wav,,1,24
42832.wav,,1,24
42833.wav,,1,24
42834.wav,,1,31
42835.wav,,1,24
42836.wav,,1,-1
42838.wav,,1,-1
42839.wav,,1,24
42840.wav,,1,-1
42841.wav,,1,24
42842.wav,,1,24
42843.wav,,1,24
42844.wav,,1,25
42845.wav,,1,38
42846.wav,,1,25
42847.wav,,1,-1
42848.wav,,1,-1
42850.wav,,1,-1
42851.wav,,1,-1
42852.wav,,1,38
42853.wav,,1,25
42854.wav,,1,25
42855.wav,N9,1,-1
42856.wav,,1,-1
42857.wav,,1,-1
42858.wav,,1,-1
42859.wav,,1,-1
42860.wav,,1,-1
42863.wav,,1,-1
42864.wav,,1,-1
42865.wav,,1,43
42866.wav,,1,45
42867.wav,,1,-1
42869.wav,,1,-1
42870.wav,,1,34
42871.wav,,1,-1
42872.wav,,1,-1
42874.wav,,1,-1
42875.wav,,1,-1
42876.wav,,1,-1
42877.wav,N3,1,-1
42878.wav,,1,-1
42879.wav,,1,-1
42881.wav,,1,-1
42882.wav,,1,48
42883.wav,,1,-1
42884.wav,,1,-1
42885.wav,,1,-1
42887.wav,,1,-1
42888.wav,,1,-1
42889.wav,,1,-1
42890.wav,,1,-1
42891.wav,,1,-1
42893.wav,,1,-1
42894.wav,,1,-1
42895.wav,,1,55
42896.wav,,1,55
42898.wav,,1,-1
42900.wav,,1,57
42901.wav,,1,-1
42902.wav,,1,-1
42903.wav,,1,46
42904.wav,,1,-1
42906.wav,,1,46
42909.wav,,1,46
42910.wav,,1,-1
42912.wav,,1,-1
42917.wav,,1,51
42918.wav,,1,-1
42921.wav,,1,51
42922.wav,,1,-1
42923.wav,,1,-1
42924.wav,,1,9
42926.wav,,1,9
42927.wav,,1,9
42928.wav,,1,9
42929.wav,,1,9
42930.wav,,1,9
42931.wav,,1,9
42932.wav,,1,9
42934.wav,,1,9
42936.wav,,1,-1
42937.wav,,1,9
42938.wav,,1,9
42939.wav,,1,8
42941.wav,,1,-1
42943.wav,,1,-1
42944.wav,,1,9
42945.wav,,1,9
42946.wav,,1,9
42947.wav,,1,8
42949.wav,,1,9
42950.wav,,1,8
42951.wav,,1,9
42952.wav,,1,-1
42953.wav,,1,0
42954.wav,,1,-1
42955.wav,N1,1,-1
42956.wav,,1,-1
42957.wav,,1,-1
42958.wav,,1,-1
42959.wav,,1,-1
42960.wav,,1,-1
42961.wav,,1,46
42963.wav,,1,-1
42964.wav,,1,-1
42965.wav,,1,-1
42966.wav,,1,-1
42968.wav,,1,-1
42969.wav,,1,-1
42970.wav,,1,-1
42971.wav,,1,-1
42972.wav,,1,-1
42973.wav,,1,55
42974.wav,,1,-1
42976.wav,,1,31
42977.wav,,1,28
42978.wav,,1,28
42980.wav,,1,17
42981.wav,,1,28
42983.wav,,1,17
42985.wav,,1,-1
42988.wav,,1,-1
42989.wav,,1,-1
42990.wav,,1,-1
42993.wav,,1,54
42994.wav,,1,-1
42995.wav,,1,-1
42997.wav,,1,-1
42998.wav,,1,-1
42999.wav,,1,-1
43000.wav,,1,31
43001.wav,,1,24
43002.wav,,1,-1
43003.wav,,1,-1
43004.wav,,1,-1
43005.wav,,1,-1
43006.wav,,1,-1
43007.wav,,1,-1
43008.wav,,1,24
43009.wav,,1,17
43013.wav,,1,46
43017.wav,,1,59
43018.wav,,1,-1
43020.wav,,1,-1
43021.wav,,1,-1
43023.wav,,1,-1
43024.wav,,1,60
43025.wav,,1,-1
43026.wav,,1,46
43027.wav,N1,1,-1
43028.wav,,1,45
43029.wav,,1,34
43031.wav,,1,-1
43032.wav,,1,40
43033.wav,,1,-1
43034.wav,,1,34
43037.wav,,1,34
43038.wav,,1,-1
43039.wav,,1,-1
43040.wav,,1,44
43041.wav,,1,-1
43042.wav,,1,34
43043.wav,,1,44
43044.wav,,1,-1
43045.wav,,1,40
43046.wav,,1,-1
43049.wav,,1,-1
43053.wav,,1,34
43056.wav,,1,45
43057.wav,,1,-1
43059.wav,,1,-1
43061.wav,,1,-1
43062.wav,,1,-1
43065.wav,,1,-1
43066.wav,,1,-1
43067.wav,,1,-1
43068.wav,,1,-1
43069.wav,,1,-1
43071.wav,,1,40
43074.wav,,1,46
43075.wav,,1,-1
43078.wav,,1,46
43079.wav,,1,46
43082.wav,,1,57
43083.wav,,1,55
43085.wav,,1,46
43087.wav,,1,-1
43088.wav,,1,59
43089.wav,,1,-1
43092.wav,,1,-1
43094.wav,,1,-1
43095.wav,,1,-1
43096.wav,,1,-1
43099.wav,,1,-1
43101.wav,,1,-1
43102.wav,,1,-1
43103.wav,,1,-1
43104.wav,,1,-1
43105.wav,,1,-1
43107.wav,,1,-1
43108.wav,,1,-1
43110.wav,,1,-1
43111.wav,,1,-1
43112.wav,,1,-1
43113.wav,,1,-1
43115.wav,N23,1,-1
43116.wav,,1,-1
43117.wav,,1,-1
43119.wav,,1,-1
43121.wav,,1,-1
43122.wav,,1,-1
43123.wav,,1,-1
43124.wav,,1,46
43127.wav,,1,-1
43128.wav,,1,-1
43129.wav,,1,-1
43132.wav,,1,-1
43133.wav,,1,-1
43134.wav,,1,-1
43135.wav,,1,-1
43136.wav,,1,-1
43140.wav,,1,-1
43141.wav,,1,-1
43143.wav,,1,-1
43148.wav,,1,34
43149.wav,,1,-1
43151.wav,,1,-1
43152.wav,,1,-1
43154.wav,,1,53
43155.wav,,1,-1
43156.wav,,1,-1
43158.wav,,1,-1
43160.wav,,1,-1
43162.wav,,1,48
43163.wav,,1,-1
43164.wav,,1,-1
43169.wav,,1,-1
43172.wav,,1,-1
43173.wav,,1,-1
43174.wav,,1,-1
43175.wav,,1,-1
43176.wav,,1,-1
43177.wav,,1,-1
43178.wav,,1,-1
43179.wav,,1,-1
43180.wav,,1,-1
43181.wav,,1,-1
43182.wav,,1,-1
43183.wav,,1,-1
43184.wav,,1,-1
43185.wav,,1,-1
43186.wav,,1,-1
43187.wav,,1,57
43188.wav,,1,-1
43190.wav,,1,-1
43191.wav,,1,-1
43194.wav,,1,-1
43195.wav,,1,-1
43196.wav,,1,-1
43198.wav,,1,46
43199.wav,,1,-1
43201.wav,,1,-1
43202.wav,,1,59
43203.wav,,1,-1
43204.wav,,1,-1
43205.wav,,1,55
43206.wav,,1,55
43208.wav,,1,55
43209.wav,,1,-1
43210.wav,,1,-1
43211.wav,,1,-1
43212.wav,,1,-1
43216.wav,,1,-1
43217.wav,,1,-1
43218.wav,,1,-1
43219.wav,,1,-1
43220.wav,,1,-1
43221.wav,N23,1,45
43222.wav,,1,-1
43223.wav,,1,34
43226.wav,,1,25
43227.wav,,1,34
43228.wav,,1,38
43229.wav,,1,-1
43230.wav,,1,25
43231.wav,,1,-1
43233.wav,,1,40
43234.wav,,1,-1
43235.wav,,1,40
43237.wav,,1,38
43238.wav,,1,-1
43239.wav,,1,43
43240.wav,,1,25
43241.wav,,1,-1
43242.wav,,1,34
43244.wav,,1,-1
43246.wav,,1,57
43248.wav,,1,57
43249.wav,,1,57
43250.wav,,1,57
43251.wav,,1,-1
43252.wav,,1,-1
43254.wav,,1,57
43255.wav,,1,57
43256.wav,,1,46
43259.wav,,1,-1
43260.wav,,1,-1
43261.wav,,1,-1
43263.wav,,1,-1
43265.wav,,1,58
43266.wav,,1,-1
43267.wav,,1,-1
43268.wav,,1,-1
43270.wav,,1,-1
43271.wav,,1,-1
43272.wav,,1,24
43273.wav,,1,-1
43274.wav,,1,-1
43275.wav,,1,-1
43276.wav,,1,-1
43277.wav,,1,-1
43278.wav,N4,1,-1
43279.wav,,1,-1
43281.wav,,1,24
43282.wav,,1,-1
43283.wav,,1,9
43284.wav,,1,9
43286.wav,,1,9
43288.wav,,1,9
43289.wav,,1,9
43290.wav,,1,9
43291.wav,,1,9
43292.wav,,1,-1
43293.wav,,1,8
43294.wav,,1,9
43295.wav,,1,9
43296.wav,,1,9
43297.wav,,1,8
43298.wav,,1,-1
43299.wav,,1,9
43301.wav,,1,9
43303.wav,,1,8
43304.wav,,1,9
43305.wav,,1,9
43307.wav,,1,9
43309.wav,,1,8
43310.wav,,1,-1
43311.wav,,1,53
43312.wav,,1,-1
43313.wav,,1,-1
43314.wav,,1,-1
43315.wav,,1,40
43317.wav,,1,-1
43318.wav,,1,-1
43321.wav,,1,-1
43323.wav,,1,-1
43327.wav,,1,-1
43328.wav,,1,-1
43329.wav,,1,-1
43330.wav,,1,-1
43331.wav,,1,-1
43332.wav,,1,-1
43333.wav,,1,-1
43334.wav,,1,38
43335.wav,,1,38
43336.wav,,1,-1
43337.wav,,1,-1
43338.wav,,1,-1
43340.wav,,1,-1
43342.wav,,1,40
43343.wav,,1,38
43345.wav,,1,40
43347.wav,,1,-1
43348.wav,,1,-1
43349.wav,,1,-1
43350.wav,,1,-1
43351.wav,,1,-1
43352.wav,,1,-1
43353.wav,,1,-1
43354.wav,,1,-1
43355.wav,,1,57
43356.wav,,1,60
43357.wav,,1,51
43358.wav,,1,-1
43360.wav,,1,50
43361.wav,,1,51
43362.wav,,1,-1
43364.wav,,1,-1
43365.wav,,1,-1
43366.wav,,1,40
43367.wav,,1,-1
43368.wav,,1,40
43370.wav,,1,-1
43371.wav,,1,-1
43372.wav,,1,-1
43373.wav,,1,-1
43374.wav,,1,-1
43375.wav,,1,-1
43376.wav,,1,-1
43377.wav,,1,-1
43378.wav,,1,40
43382.wav,,1,55
43383.wav,,1,-1
43384.wav,,1,40
43385.wav,,1,-1
43388.wav,,1,40
43390.wav,,1,-1
43391.wav,,1,-1
43392.wav,,1,40
43393.wav,,1,-1
43396.wav,,1,-1
43397.wav,,1,-1
43398.wav,,1,38
43399.wav,,1,38
43400.wav,,1,38
43401.wav,N1,1,-1
43402.wav,,1,-1
43404.wav,,1,-1
43406.wav,,1,-1
43407.wav,,1,-1
43410.wav,,1,-1
43411.wav,,1,-1
43412.wav,,1,-1
43413.wav,,1,-1
43414.wav,,1,-1
43416.wav,,1,-1
43417.wav,,1,-1
43418.wav,,1,-1
43419.wav,,1,-1
43420.wav,,1,-1
43421.wav,,1,55
43422.wav,,1,-1
43423.wav,,1,-1
43426.wav,,1,-1
43430.wav,,1,-1
43432.wav,,1,-1
43433.wav,,1,-1
43434.wav,,1,40
43437.wav,,1,-1
43441.wav,,1,-1
43442.wav,,1,55
43443.wav,,1,-1
43445.wav,,1,-1
43449.wav,,1,38
43450.wav,,1,-1
43452.wav,,1,55
43453.wav,,1,-1
43455.wav,,1,55
43456.wav,,1,-1
43457.wav,,1,-1
43459.wav,,1,40
43460.wav,,1,-1
43464.wav,,1,-1
43465.wav,,1,-1
43467.wav,,1,55
43468.wav,,1,-1
43470.wav,,1,-1
43471.wav,,1,55
43474.wav,,1,55
43475.wav,,1,58
43477.wav,,1,-1
43478.wav,,1,51
43480.wav,,1,55
43481.wav,,1,55
43482.wav,,1,-1
43484.wav,,1,8
43485.wav,,1,-1
43486.wav,,1,-1
43487.wav,,1,-1
43488.wav,,1,8
43489.wav,,1,-1
43490.wav,,1,-1
43491.wav,,1,-1
43492.wav,,1,9
43493.wav,,1,8
43494.wav,,1,-1
43495.wav,,1,-1
43496.wav,,1,9
43497.wav,,1,9
43498.wav,,1,0
43500.wav,,1,55
43502.wav,,1,-1
43504.wav,,1,-1
43506.wav,,1,-1
43508.wav,,1,55
43509.wav,,1,-1
43510.wav,,1,-1
43511.wav,,1,-1
43512.wav,,1,-1
43513.wav,,1,-1
43518.wav,,1,-1
43519.wav,,1,38
43521.wav,,1,-1
43522.wav,,1,-1
43523.wav,,1,-1
43524.wav,,1,-1
43526.wav,,1,-1
43527.wav,,1,55
43528.wav,,1,-1
43529.wav,,1,40
43530.wav,,1,55
43536.wav,,1,-1
43537.wav,,1,38
43540.wav,,1,-1
43542.wav,,1,-1
43543.wav,,1,-1
43544.wav,,1,-1
43549.wav,,1,-1
43550.wav,,1,-1
43551.wav,,1,-1
43557.wav,,1,55
43559.wav,,1,55
43560.wav,,1,55
43563.wav,,1,51
43564.wav,,1,55
43566.wav,,1,-1
43568.wav,,1,-1
43569.wav,,1,-1
43570.wav,,1,-1
43573.wav,,1,-1
43574.wav,,1,-1
43575.wav,,1,38
43576.wav,,1,38
43578.wav,,1,-1
43580.wav,,1,-1
43582.wav,,1,-1
43584.wav,,1,-1
43585.wav,,1,-1
43587.wav,,1,46
43588.wav,,1,-1
43589.wav,,1,55
43590.wav,,1,55
43591.wav,,1,46
43592.wav,,1,-1
43593.wav,,1,-1
43594.wav,,1,55
43595.wav,,1,-1
43597.wav,,1,-1
43598.wav,,1,55
43599.wav,,1,-1
43601.wav,,1,-1
43602.wav,,1,-1
43603.wav,,1,-1
43604.wav,,1,-1
43605.wav,,1,-1
43606.wav,,1,-1
43607.wav,,1,-1
43608.wav,,1,-1
43610.wav,,1,-1
43612.wav,,1,47
43614.wav,,1,52
43615.wav,,1,-1
43617.wav,,1,48
43618.wav,,1,-1
43619.wav,,1,58
43623.wav,,1,56
43624.wav,,1,24
43625.wav,,1,-1
43626.wav,,1,-1
43628.wav,,1,-1
43629.wav,,1,-1
43631.wav,,1,55
43632.wav,,1,-1
43633.wav,,1,55
43634.wav,,1,-1
